Years,State_Code,CLTCB,NGTCB,PMTCB,FFTCB,RETCB,TERCB,TECCB,TEICB,TEACB,BMTCB,ELISB,NUETB
1982,ND,198916.0,29108.0,122775.0,350693.0,29855.0,54362.0,32736.0,74385.0,73199.0,3168.0,-161569.0,0.0
1983,ND,213444.0,27302.0,124191.0,364938.0,28400.0,51024.0,31520.0,78728.0,69206.0,3390.0,-182142.0,0.0
1984,ND,256659.0,31631.0,122464.0,402010.0,28819.0,50744.0,35327.0,102943.0,70543.0,4163.0,-187455.0,0.0
1985,ND,301957.0,29838.0,118168.0,445676.0,27227.0,53955.0,37488.0,140242.0,68752.0,4528.0,-181490.0,0.0
1986,ND,310868.0,26567.0,118999.0,451235.0,29018.0,52334.0,34547.0,150113.0,66907.0,4718.0,-179687.0,0.0
1987,ND,319324.0,26018.0,116746.0,456686.0,25054.0,47495.0,31365.0,156388.0,67693.0,4399.0,-183517.0,0.0
1988,ND,369782.0,30189.0,115240.0,510040.0,23859.0,52710.0,33627.0,151647.0,68573.0,4412.0,-228673.0,0.0
1989,ND,363811.0,31630.0,118036.0,507768.0,24212.0,55070.0,35548.0,161174.0,67317.0,4398.0,-213058.0,0.0
1990,ND,374517.0,33529.0,112054.0,514615.0,21154.0,51851.0,38515.0,156788.0,65276.0,3273.0,-223409.0,0.0
1991,ND,378936.0,41619.0,113247.0,528304.0,22111.0,55357.0,40203.0,160360.0,66390.0,3682.0,-228662.0,0.0
1992,ND,399188.0,38260.0,117579.0,548914.0,21389.0,51980.0,37181.0,169767.0,69684.0,3707.0,-243993.0,0.0
1993,ND,399919.0,42388.0,115068.0,551261.0,18259.0,54233.0,38352.0,165692.0,73265.0,3545.0,-241620.0,0.0
1994,ND,402452.0,45369.0,116351.0,558128.0,23492.0,53632.0,39898.0,175063.0,72715.0,4211.0,-243627.0,0.0
1995,ND,399757.0,47689.0,113693.0,555113.0,29912.0,56545.0,43981.0,176083.0,72855.0,4428.0,-238054.0,0.0
1996,ND,403951.0,51588.0,118582.0,568249.0,36101.0,61631.0,47114.0,169129.0,74552.0,3355.0,-254884.0,0.0
1997,ND,385988.0,59283.0,119917.0,559604.0,37662.0,60384.0,46423.0,176326.0,75700.0,3578.0,-238838.0,0.0
1998,ND,409226.0,51428.0,112773.0,567752.0,27325.0,55227.0,45155.0,179876.0,66695.0,3700.0,-247442.0,0.0
1999,ND,411323.0,58962.0,123412.0,588138.0,30685.0,57066.0,45481.0,190003.0,81957.0,3778.0,-243771.0,0.0
2000,ND,424563.0,58512.0,119333.0,597317.0,26151.0,59534.0,48509.0,191947.0,80608.0,4273.0,-245077.0,0.0
2001,ND,420001.0,62583.0,137162.0,614498.0,19483.0,60661.0,55254.0,202432.0,87878.0,5468.0,-229700.0,0.0
2002,ND,422809.0,66927.0,123512.0,607913.0,21725.0,62420.0,59653.0,190275.0,87632.0,5251.0,-230257.0,0.0
2003,ND,420832.0,61455.0,121722.0,598643.0,24177.0,64000.0,57930.0,188466.0,89080.0,5763.0,-221932.0,0.0
2004,ND,398381.0,61245.0,133016.0,587807.0,24081.0,63387.0,58883.0,188658.0,92114.0,6045.0,-209202.0,0.0
2005,ND,431133.0,54960.0,136531.0,617307.0,22657.0,61423.0,59340.0,195414.0,91928.0,6568.0,-237668.0,0.0
2006,ND,414838.0,55683.0,136542.0,601388.0,25257.0,59895.0,58232.0,205376.0,90931.0,5984.0,-214793.0,0.0
2007,ND,420719.0,62188.0,139972.0,617534.0,31569.0,64115.0,62845.0,207353.0,102882.0,11940.0,-216455.0,0.0
2008,ND,424615.0,65746.0,137092.0,622188.0,42794.0,69395.0,65793.0,215884.0,92627.0,13091.0,-224039.0,0.0
2009,ND,423267.0,57565.0,128059.0,603246.0,63548.0,68577.0,65382.0,214160.0,86887.0,19086.0,-234314.0,0.0
2010,ND,409684.0,70046.0,148795.0,622742.0,86237.0,65624.0,66247.0,244187.0,100661.0,25447.0,-236081.0,0.0
2011,ND,394771.0,77752.0,186706.0,653724.0,104237.0,68235.0,73134.0,271840.0,116427.0,27296.0,-232731.0,0.0
2012,ND,406344.0,77469.0,201857.0,680074.0,100315.0,64215.0,73710.0,283367.0,132365.0,25566.0,-231306.0,0.0
2013,ND,393193.0,87224.0,225901.0,701428.0,97486.0,73222.0,85268.0,298540.0,137887.0,26171.0,-210252.0,0.0
2014,ND,399195.0,94352.0,239517.0,727808.0,110860.0,78388.0,82840.0,336970.0,146647.0,26817.0,-199661.0,0.0
2015,ND,408091.0,106128.0,196228.0,705171.0,110996.0,69941.0,85931.0,320378.0,136126.0,29869.0,-210553.0,0.0
2016,ND,394579.0,110816.0,167235.0,667439.0,125577.0,67797.0,85210.0,310382.0,123040.0,31498.0,-213636.0,0.0
2017,ND,397875.0,118101.0,185890.0,695817.0,161029.0,69103.0,87925.0,343307.0,130810.0,31602.0,-232987.0,0.0
1960,NE,20010.0,140430.0,136000.0,296440.0,13425.0,78554.0,42139.0,92922.0,94221.0,3108.0,-2029.0,0.0
1961,NE,18164.0,144566.0,138374.0,301103.0,12832.0,80599.0,43500.0,94220.0,96624.0,2948.0,1008.0,0.0
1962,NE,23047.0,149324.0,141446.0,313816.0,12973.0,85934.0,44997.0,95326.0,101163.0,2675.0,632.0,0.0
1963,NE,24513.0,145771.0,151176.0,321461.0,13199.0,84604.0,46404.0,95634.0,108334.0,2573.0,-569.0,886.0
1964,NE,23650.0,160545.0,147140.0,331335.0,12801.0,89190.0,49246.0,101513.0,107127.0,2311.0,1859.0,1082.0
1965,NE,20815.0,164719.0,140541.0,326076.0,13563.0,95729.0,52250.0,98503.0,102134.0,1901.0,9041.0,-64.0
1966,NE,19748.0,195864.0,151343.0,366955.0,13955.0,101574.0,57128.0,122769.0,107674.0,1848.0,8236.0,0.0
1967,NE,18303.0,187907.0,158852.0,365062.0,13879.0,101619.0,68674.0,98488.0,116443.0,1743.0,6283.0,0.0
1968,NE,17192.0,202938.0,177862.0,397992.0,14714.0,107688.0,76091.0,109148.0,129823.0,1673.0,10044.0,0.0
1969,NE,27082.0,209613.0,182782.0,419477.0,14532.0,118308.0,88768.0,116411.0,132426.0,1603.0,21903.0,0.0
1970,NE,29716.0,224114.0,192242.0,446071.0,15950.0,127721.0,93347.0,127089.0,139324.0,1567.0,25459.0,0.0
1971,NE,26322.0,225463.0,195489.0,447274.0,15845.0,129012.0,96636.0,127703.0,142822.0,1602.0,33054.0,0.0
1972,NE,33509.0,226358.0,211472.0,471339.0,16822.0,130524.0,95123.0,128328.0,155550.0,2582.0,21363.0,0.0
1973,NE,36867.0,230780.0,214162.0,481809.0,16912.0,122291.0,89898.0,146445.0,163493.0,2669.0,16872.0,6536.0
1974,NE,32763.0,223253.0,210070.0,466086.0,16161.0,119725.0,92124.0,153503.0,153188.0,2652.0,-8303.0,44596.0
1975,NE,32886.0,217521.0,208267.0,458674.0,15399.0,125591.0,89618.0,160513.0,149936.0,2775.0,-13569.0,65153.0
1976,NE,53712.0,197442.0,229551.0,480704.0,16378.0,127997.0,98472.0,170178.0,158184.0,3138.0,-6586.0,64335.0
1977,NE,59344.0,188426.0,231193.0,478963.0,16136.0,125889.0,98059.0,164553.0,168375.0,3398.0,-18473.0,80249.0
1978,NE,59813.0,162693.0,246421.0,468927.0,16096.0,127335.0,92176.0,164179.0,172968.0,3794.0,-12887.0,84522.0
1979,NE,77604.0,168959.0,224645.0,471207.0,16832.0,124730.0,95263.0,169017.0,156116.0,3933.0,-37109.0,94196.0
1980,NE,93942.0,159491.0,189490.0,442914.0,19778.0,125892.0,92688.0,147485.0,141002.0,5903.0,-18706.0,63082.0
1981,NE,98584.0,135279.0,176315.0,408380.0,18113.0,119379.0,94527.0,131909.0,131799.0,5603.0,-14928.0,66048.0
1982,NE,96746.0,135612.0,184673.0,416970.0,19739.0,132054.0,99920.0,124546.0,135509.0,7067.0,-41597.0,96917.0
1983,NE,104815.0,126963.0,195549.0,425358.0,21516.0,134082.0,100815.0,123572.0,144332.0,7360.0,-10395.0,66321.0
1984,NE,124257.0,131911.0,187410.0,441155.0,22853.0,128885.0,111971.0,124196.0,141399.0,8816.0,-20233.0,62676.0
1985,NE,115478.0,123864.0,189263.0,425966.0,24632.0,128122.0,108441.0,122299.0,141050.0,9582.0,5403.0,43911.0
1986,NE,109935.0,103999.0,191720.0,403527.0,26645.0,123290.0,102898.0,114813.0,141525.0,9116.0,-28655.0,81009.0
1987,NE,116462.0,107737.0,200556.0,422589.0,24830.0,119419.0,101975.0,126322.0,148017.0,8501.0,-41370.0,89684.0
1988,NE,139344.0,119906.0,215764.0,473099.0,22964.0,129152.0,111526.0,133212.0,161225.0,9024.0,-33337.0,72391.0
1989,NE,131097.0,118673.0,206709.0,454419.0,22066.0,132146.0,112772.0,135591.0,153416.0,9918.0,-28040.0,85480.0
1990,NE,142021.0,109175.0,205026.0,453901.0,19705.0,127198.0,112648.0,133620.0,151842.0,7757.0,-27782.0,79485.0
1991,NE,152008.0,113955.0,200522.0,464486.0,19436.0,134793.0,118724.0,132875.0,148328.0,8422.0,-33573.0,84372.0
1992,NE,140933.0,104626.0,203315.0,447469.0,21140.0,125424.0,110467.0,133370.0,154150.0,9884.0,-36804.0,91605.0
1993,NE,166207.0,122981.0,199079.0,487495.0,20857.0,139178.0,111829.0,149527.0,150645.0,10376.0,-28655.0,71481.0
1994,NE,160506.0,124857.0,206553.0,491040.0,24719.0,137255.0,123463.0,160113.0,153903.0,11008.0,-7345.0,66321.0
1995,NE,179482.0,133690.0,209703.0,522860.0,33382.0,139667.0,126756.0,173131.0,163477.0,18477.0,-31861.0,78650.0
1996,NE,178884.0,133842.0,232216.0,544625.0,38423.0,148119.0,129570.0,178753.0,177952.0,21620.0,-47979.0,99325.0
1997,NE,193334.0,132141.0,230493.0,555834.0,41932.0,146435.0,128643.0,191549.0,180913.0,24589.0,-47495.0,97267.0
1998,NE,204797.0,131125.0,243768.0,579679.0,42665.0,143342.0,123143.0,208719.0,188843.0,25179.0,-44774.0,86643.0
1999,NE,198490.0,121368.0,246043.0,565898.0,44610.0,140266.0,120469.0,199284.0,194152.0,26697.0,-61647.0,105452.0
2000,NE,206938.0,127600.0,221604.0,555802.0,43687.0,148299.0,132246.0,202797.0,172532.0,28044.0,-33604.0,89988.0
2001,NE,226691.0,124057.0,215468.0,566211.0,43390.0,154401.0,130437.0,206250.0,162360.0,31382.0,-47280.0,91127.0
2002,NE,217939.0,121175.0,222228.0,561342.0,44189.0,155398.0,132917.0,209241.0,167050.0,32552.0,-46621.0,105696.0
2003,NE,227290.0,119754.0,229099.0,576130.0,45526.0,151927.0,127904.0,221267.0,172414.0,34692.0,-31498.0,83344.0
2004,NE,223624.0,116045.0,233553.0,573183.0,52082.0,147521.0,129690.0,235074.0,173702.0,41966.0,-46064.0,106796.0
2005,NE,228667.0,120141.0,228762.0,577554.0,51509.0,153275.0,130537.0,237171.0,172620.0,41143.0,-27303.0,91856.0
2006,NE,227444.0,131443.0,228780.0,587648.0,54675.0,149727.0,133109.0,252798.0,174329.0,42475.0,-26298.0,93943.0
2007,NE,216872.0,153523.0,229195.0,599557.0,63425.0,159682.0,140627.0,280398.0,176340.0,57030.0,-21779.0,115815.0
2008,NE,234654.0,172886.0,219571.0,627083.0,84127.0,165213.0,145814.0,308283.0,176044.0,77701.0,-14932.0,99075.0
2009,NE,249593.0,165436.0,216822.0,631833.0,86240.0,158710.0,138867.0,304593.0,176671.0,77228.0,-37914.0,98682.0
2010,NE,254552.0,169620.0,242465.0,666625.0,128610.0,163725.0,141115.0,351734.0,205042.0,110500.0,-49158.0,115540.0
2011,NE,285384.0,173666.0,231956.0,690997.0,144198.0,160922.0,135792.0,367974.0,198866.0,117049.0,-44191.0,72549.0
2012,NE,272587.0,161774.0,233947.0,668303.0,132705.0,146988.0,131838.0,382089.0,192474.0,107282.0,-8414.0,60795.0
2013,NE,292956.0,179619.0,234281.0,706854.0,136320.0,163581.0,140427.0,374909.0,193830.0,107158.0,-42165.0,71736.0
2014,NE,276544.0,180097.0,237358.0,693607.0,144866.0,163525.0,141582.0,363817.0,201230.0,106577.0,-73973.0,105655.0
2015,NE,266319.0,170377.0,236622.0,673287.0,158579.0,148592.0,137058.0,368045.0,200125.0,111985.0,-86023.0,107976.0
2016,NE,240465.0,173001.0,238344.0,651737.0,161686.0,148334.0,134497.0,384598.0,200878.0,117411.0,-42914.0,97798.0
2017,NE,233809.0,176385.0,238199.0,647576.0,185490.0,146189.0,135198.0,392381.0,202263.0,123500.0,-29350.0,72300.0
1960,NH,5390.0,2952.0,83382.0,91723.0,25629.0,40068.0,8413.0,29997.0,33680.0,10855.0,-5195.0,0.0
1961,NH,12308.0,3124.0,88309.0,103741.0,23327.0,45726.0,9174.0,29909.0,35122.0,10663.0,-7138.0,0.0
1962,NH,12330.0,3431.0,94812.0,110573.0,25119.0,48294.0,9915.0,34359.0,35657.0,10783.0,-7467.0,0.0
1963,NH,11520.0,3607.0,98991.0,114118.0,24450.0,50924.0,10452.0,35665.0,36650.0,10934.0,-4877.0,0.0
1964,NH,11755.0,3817.0,97142.0,112713.0,23707.0,47462.0,10476.0,37373.0,37780.0,11654.0,-3330.0,0.0
1965,NH,11171.0,4133.0,96289.0,111593.0,22019.0,48988.0,10429.0,34485.0,37345.0,11015.0,-2365.0,0.0
1966,NH,9655.0,4197.0,108409.0,122262.0,24343.0,48334.0,10650.0,45070.0,40709.0,11563.0,-1842.0,0.0
1967,NH,10247.0,4522.0,112063.0,126832.0,24089.0,53183.0,12152.0,39203.0,44988.0,11546.0,-1395.0,0.0
1968,NH,22297.0,4208.0,116297.0,142802.0,25155.0,57319.0,12708.0,41914.0,47517.0,12628.0,-8498.0,0.0
1969,NH,26956.0,5826.0,129831.0,162614.0,27816.0,61760.0,14260.0,51567.0,48630.0,12779.0,-14213.0,0.0
1970,NH,27149.0,6796.0,139870.0,173816.0,25321.0,64432.0,15692.0,55765.0,50712.0,12315.0,-12536.0,0.0
1971,NH,25496.0,7658.0,149111.0,182265.0,24733.0,68814.0,17107.0,62215.0,52923.0,13277.0,-5939.0,0.0
1972,NH,30649.0,8015.0,153180.0,191845.0,26131.0,73364.0,18247.0,65626.0,55069.0,12953.0,-5671.0,0.0
1973,NH,28325.0,8120.0,150480.0,186925.0,30671.0,73799.0,18634.0,67350.0,56834.0,13912.0,-979.0,0.0
1974,NH,25275.0,8391.0,139001.0,172667.0,28694.0,71468.0,18033.0,60383.0,56615.0,13396.0,5139.0,0.0
1975,NH,26187.0,7707.0,137438.0,171332.0,25853.0,69648.0,18114.0,57500.0,56621.0,12840.0,4697.0,0.0
1976,NH,20331.0,7919.0,159996.0,188246.0,31050.0,81103.0,19521.0,66547.0,59805.0,15332.0,7680.0,0.0
1977,NH,26470.0,7617.0,158532.0,192619.0,31271.0,78923.0,19875.0,69225.0,62329.0,16619.0,6461.0,0.0
1978,NH,20409.0,8204.0,158511.0,187124.0,31004.0,81696.0,21216.0,66740.0,63585.0,19286.0,15108.0,0.0
1979,NH,29080.0,8699.0,137488.0,175267.0,33548.0,67046.0,19897.0,58504.0,65314.0,21005.0,1944.0,0.0
1980,NH,29275.0,9663.0,133609.0,171758.0,32382.0,64470.0,26850.0,59067.0,57873.0,21716.0,4120.0,0.0
1981,NH,24226.0,10445.0,122799.0,156734.0,36078.0,62642.0,25273.0,56169.0,56210.0,21847.0,7482.0,0.0
1982,NH,27624.0,10280.0,114853.0,152163.0,33759.0,60800.0,27273.0,57144.0,56118.0,20695.0,15415.0,0.0
1983,NH,29383.0,9857.0,112789.0,151695.0,38209.0,61695.0,25823.0,59808.0,57206.0,23974.0,14629.0,0.0
1984,NH,34056.0,10815.0,134577.0,178749.0,35004.0,66602.0,27766.0,67253.0,62668.0,21898.0,10536.0,0.0
1985,NH,39719.0,10916.0,129981.0,180094.0,33807.0,70637.0,29049.0,70835.0,62955.0,21996.0,16529.0,0.0
1986,NH,25052.0,10569.0,156111.0,191360.0,38742.0,70346.0,35158.0,77897.0,68908.0,25585.0,19368.0,0.0
1987,NH,31550.0,12317.0,166118.0,209508.0,34985.0,77486.0,41268.0,79676.0,74832.0,24031.0,24977.0,0.0
1988,NH,32754.0,13334.0,167452.0,213036.0,36549.0,79260.0,41333.0,75631.0,77318.0,24957.0,21497.0,0.0
1989,NH,31544.0,14209.0,173652.0,218801.0,40566.0,85883.0,43514.0,66854.0,76524.0,26553.0,12778.0,0.0
1990,NH,31544.0,14474.0,159032.0,204841.0,46824.0,79227.0,45168.0,70033.0,72989.0,27230.0,-27556.0,43182.0
1991,NH,34784.0,14226.0,146347.0,195228.0,40894.0,75899.0,43349.0,58643.0,74312.0,24322.0,-56916.0,71164.0
1992,NH,34679.0,17004.0,146937.0,198524.0,42211.0,78277.0,42232.0,67293.0,73745.0,27770.0,-64660.0,82393.0
1993,NH,37485.0,17087.0,147279.0,201696.0,42448.0,78583.0,42980.0,64556.0,75190.0,27877.0,-81534.0,95028.0
1994,NH,33580.0,19976.0,151807.0,205200.0,40356.0,78989.0,56777.0,51211.0,77427.0,25252.0,-50017.0,64842.0
1995,NH,35576.0,20137.0,150696.0,206318.0,39480.0,79747.0,55101.0,51727.0,80643.0,25314.0,-70977.0,88042.0
1996,NH,36142.0,19445.0,155699.0,211136.0,47633.0,83175.0,57338.0,56206.0,82930.0,27749.0,-87042.0,103399.0
1997,NH,44527.0,21249.0,159259.0,224932.0,42282.0,80791.0,57535.0,53401.0,87422.0,25682.0,-77601.0,83736.0
1998,NH,38623.0,19338.0,168062.0,225918.0,40585.0,79232.0,55734.0,51169.0,95884.0,24266.0,-78477.0,87988.0
1999,NH,35408.0,20496.0,173701.0,229492.0,38906.0,81958.0,58720.0,51729.0,99555.0,24434.0,-73703.0,90667.0
2000,NH,44033.0,26397.0,168959.0,239199.0,38620.0,84313.0,65677.0,57735.0,101593.0,24022.0,-56527.0,82617.0
2001,NH,40125.0,24848.0,166694.0,231576.0,30186.0,85133.0,66056.0,53231.0,101736.0,19913.0,-48996.0,90778.0
2002,NH,39845.0,26146.0,176568.0,242489.0,28896.0,86096.0,68875.0,47658.0,113403.0,17254.0,-53519.0,97054.0
2003,NH,41633.0,56475.0,200220.0,298268.0,29849.0,94671.0,72261.0,52032.0,106261.0,16335.0,-100072.0,96677.0
2004,NH,43446.0,63924.0,205481.0,312757.0,34923.0,95294.0,73514.0,54108.0,108866.0,21698.0,-123475.0,106132.0
2005,NH,44169.0,73022.0,190420.0,307524.0,42472.0,93789.0,75741.0,51468.0,103934.0,24433.0,-125455.0,98682.0
2006,NH,44807.0,64738.0,167795.0,277246.0,35986.0,88090.0,68276.0,45917.0,103900.0,20762.0,-106744.0,98067.0
2007,NH,44899.0,64866.0,165020.0,274775.0,38386.0,90060.0,69762.0,43603.0,105613.0,25813.0,-119131.0,112902.0
2008,NH,40241.0,74025.0,160994.0,275259.0,43589.0,87649.0,68333.0,42243.0,103219.0,27314.0,-118084.0,97729.0
2009,NH,32844.0,62049.0,154217.0,249111.0,49860.0,90635.0,67673.0,36822.0,102839.0,32757.0,-96733.0,92214.0
2010,NH,33827.0,62612.0,146411.0,242850.0,51172.0,88334.0,66148.0,39218.0,103506.0,35907.0,-113024.0,114032.0
2011,NH,24489.0,72778.0,146238.0,243505.0,51907.0,87549.0,66407.0,40228.0,101186.0,35549.0,-90463.0,87508.0
2012,NH,14191.0,74336.0,136104.0,224631.0,50169.0,81139.0,66157.0,40006.0,97937.0,36158.0,-75375.0,85814.0
2013,NH,16778.0,55649.0,142687.0,215113.0,58588.0,92547.0,70501.0,43057.0,99175.0,41060.0,-83332.0,114173.0
2014,NH,14867.0,58785.0,153073.0,226725.0,61267.0,97606.0,71056.0,43177.0,100179.0,43981.0,-83178.0,106350.0
2015,NH,10989.0,70742.0,151471.0,233202.0,67048.0,101091.0,72019.0,41801.0,99986.0,50943.0,-85334.0,99186.0
2016,NH,5277.0,59638.0,145969.0,210885.0,61970.0,94297.0,70602.0,40790.0,100214.0,46829.0,-80204.0,112551.0
2017,NH,3617.0,53748.0,153149.0,210515.0,65362.0,99843.0,70080.0,45858.0,101713.0,47645.0,-63347.0,104493.0
1960,NJ,168775.0,144132.0,955611.0,1268519.0,20514.0,309972.0,167562.0,486441.0,337963.0,20034.0,12905.0,0.0
1961,NJ,193959.0,159189.0,969056.0,1322204.0,20749.0,332950.0,189849.0,508910.0,330040.0,20550.0,18796.0,0.0
1962,NJ,195944.0,180307.0,1039261.0,1415512.0,21199.0,347263.0,202559.0,546138.0,364887.0,20961.0,24136.0,0.0
1963,NJ,193035.0,197097.0,1062840.0,1452972.0,23397.0,368295.0,205877.0,543734.0,383318.0,23232.0,24855.0,0.0
1964,NJ,206555.0,209714.0,1079414.0,1495683.0,23947.0,376111.0,213654.0,548945.0,399704.0,23744.0,18785.0,0.0
1965,NJ,236647.0,219196.0,1072225.0,1528068.0,23693.0,392763.0,213596.0,563738.0,399654.0,24019.0,17990.0,0.0
1966,NJ,236575.0,236816.0,1152190.0,1625581.0,23570.0,410786.0,238808.0,600329.0,417863.0,24940.0,18634.0,0.0
1967,NJ,198642.0,261542.0,1252470.0,1712654.0,23695.0,438912.0,267468.0,623270.0,438642.0,25799.0,31942.0,0.0
1968,NJ,188734.0,278430.0,1311960.0,1779124.0,24678.0,458130.0,278710.0,640196.0,463980.0,28234.0,37214.0,0.0
1969,NJ,141206.0,316113.0,1372768.0,1830087.0,25354.0,483374.0,290320.0,656900.0,465609.0,29310.0,39579.0,1182.0
1970,NJ,123291.0,331247.0,1439875.0,1894413.0,25906.0,496494.0,327501.0,660791.0,493154.0,30134.0,19703.0,37917.0
1971,NJ,91498.0,335264.0,1417667.0,1844428.0,26621.0,505866.0,332374.0,622244.0,510332.0,29857.0,58312.0,41455.0
1972,NJ,31985.0,329642.0,1551304.0,1912930.0,29554.0,535433.0,349063.0,639126.0,556375.0,31808.0,90506.0,47008.0
1973,NJ,66132.0,309709.0,1578425.0,1954265.0,30289.0,536693.0,362517.0,663854.0,558985.0,33746.0,98405.0,39087.0
1974,NJ,82477.0,282201.0,1414664.0,1779342.0,33097.0,504963.0,338490.0,609365.0,528765.0,36040.0,128143.0,41000.0
1975,NJ,60498.0,251669.0,1269139.0,1581306.0,30950.0,497385.0,323436.0,543483.0,519476.0,33783.0,236879.0,34645.0
1976,NJ,70596.0,332467.0,1348518.0,1751581.0,35091.0,529587.0,390336.0,601536.0,549119.0,37637.0,241319.0,42587.0
1977,NJ,71011.0,255522.0,1365149.0,1691682.0,38510.0,513384.0,349795.0,592532.0,549897.0,40254.0,200476.0,74941.0
1978,NJ,60820.0,236852.0,1361982.0,1659654.0,41662.0,512772.0,345756.0,593236.0,568612.0,43459.0,229686.0,89372.0
1979,NJ,59195.0,269934.0,1317117.0,1646246.0,43101.0,458097.0,357011.0,665181.0,552362.0,46034.0,271385.0,71918.0
1980,NJ,68692.0,351039.0,1249507.0,1659348.0,48383.0,502793.0,383295.0,589792.0,566345.0,51317.0,251303.0,83192.0
1981,NJ,75464.0,403386.0,1159200.0,1626154.0,54426.0,505340.0,362345.0,543479.0,614972.0,56838.0,216780.0,128776.0
1982,NJ,78375.0,387306.0,1191430.0,1647021.0,49211.0,480042.0,358322.0,511878.0,714750.0,51533.0,213304.0,155455.0
1983,NJ,91632.0,417954.0,1177466.0,1676850.0,60308.0,479774.0,359471.0,483518.0,764809.0,62702.0,281408.0,69006.0
1984,NJ,84013.0,428258.0,1271714.0,1775162.0,48816.0,494411.0,382335.0,510648.0,797550.0,51387.0,300140.0,60825.0
1985,NJ,103310.0,389090.0,1191379.0,1670010.0,49683.0,498032.0,380852.0,461671.0,796824.0,52233.0,228934.0,188752.0
1986,NJ,77882.0,363009.0,1272286.0,1700752.0,41534.0,503961.0,412196.0,458464.0,826257.0,44524.0,302338.0,156254.0
1987,NJ,90538.0,432356.0,1273285.0,1782045.0,38592.0,526571.0,426566.0,482289.0,840590.0,41813.0,218372.0,237006.0
1988,NJ,81127.0,425050.0,1259554.0,1750498.0,41856.0,556440.0,457461.0,476353.0,803708.0,44113.0,248320.0,253285.0
1989,NJ,94831.0,483170.0,1258947.0,1822031.0,34878.0,565994.0,492495.0,469159.0,827139.0,36987.0,254131.0,243746.0
1990,NJ,80800.0,458050.0,1127887.0,1656515.0,26140.0,510908.0,496629.0,439477.0,798468.0,25351.0,311289.0,251538.0
1991,NJ,61891.0,510226.0,1125667.0,1682611.0,35990.0,520283.0,503694.0,442387.0,808034.0,35277.0,295724.0,260072.0
1992,NJ,62741.0,640629.0,1123664.0,1812299.0,38620.0,529946.0,503818.0,511879.0,811413.0,37870.0,280017.0,226122.0
1993,NJ,63133.0,667134.0,1089682.0,1804461.0,37099.0,540383.0,508336.0,546765.0,770221.0,36360.0,262259.0,261888.0
1994,NJ,65071.0,714059.0,1169163.0,1940256.0,41787.0,575626.0,525772.0,535281.0,843798.0,41040.0,267139.0,231296.0
1995,NJ,79902.0,720662.0,1146903.0,1939928.0,44258.0,548057.0,523100.0,547337.0,857721.0,43525.0,315453.0,176576.0
1996,NJ,86606.0,725720.0,1120749.0,1926053.0,42111.0,577802.0,541421.0,532637.0,827609.0,41255.0,395480.0,115826.0
1997,NJ,99889.0,742031.0,1134515.0,1969745.0,40288.0,559255.0,550545.0,552792.0,837094.0,39426.0,343703.0,145951.0
1998,NJ,86235.0,705462.0,1114078.0,1896347.0,39614.0,531916.0,535953.0,531891.0,849856.0,38682.0,229014.0,284643.0
1999,NJ,88984.0,743561.0,1159974.0,1986533.0,40544.0,567163.0,579917.0,565336.0,848821.0,39614.0,231412.0,302746.0
2000,NJ,114734.0,626484.0,1190347.0,1922979.0,41091.0,580731.0,575790.0,409573.0,905828.0,40203.0,209807.0,298041.0
2001,NJ,112207.0,585826.0,1193427.0,1878675.0,30091.0,573831.0,552055.0,440250.0,881371.0,29127.0,220553.0,318190.0
2002,NJ,104849.0,620750.0,1178970.0,1900912.0,28789.0,591130.0,576085.0,423728.0,888623.0,27595.0,227567.0,322299.0
2003,NJ,106857.0,636180.0,1146359.0,1888905.0,26808.0,640241.0,604837.0,394365.0,869487.0,25056.0,283589.0,309629.0
2004,NJ,112707.0,645017.0,1164799.0,1921972.0,27598.0,635009.0,632899.0,385100.0,901058.0,25644.0,322093.0,282407.0
2005,NJ,125332.0,625881.0,1225835.0,1976595.0,29279.0,637895.0,650870.0,389538.0,974145.0,27149.0,318968.0,327604.0
2006,NJ,116093.0,566905.0,1175190.0,1858007.0,47661.0,574519.0,617496.0,363917.0,977505.0,45004.0,287921.0,339846.0
2007,NJ,111799.0,640629.0,1241757.0,1993792.0,52769.0,619069.0,652547.0,366885.0,1027894.0,49851.0,284080.0,335757.0
2008,NJ,97671.0,635200.0,1216492.0,1948858.0,50509.0,603410.0,639930.0,316758.0,1034244.0,47098.0,258474.0,336500.0
2009,NJ,59563.0,638792.0,1031277.0,1729165.0,66200.0,590417.0,633613.0,263180.0,885443.0,61935.0,218253.0,359036.0
2010,NJ,71961.0,671474.0,1042806.0,1785773.0,74069.0,597860.0,632895.0,271318.0,909683.0,68411.0,208932.0,342526.0
2011,NJ,49592.0,677923.0,1080896.0,1808008.0,74025.0,575584.0,635590.0,276944.0,937132.0,65397.0,190717.0,351658.0
2012,NJ,25589.0,670970.0,961928.0,1658345.0,77158.0,539163.0,607033.0,274954.0,828272.0,62377.0,166957.0,346962.0
2013,NJ,25910.0,712265.0,976677.0,1714587.0,83904.0,583831.0,609627.0,271465.0,852357.0,66412.0,168773.0,348784.0
2014,NJ,30731.0,805697.0,979488.0,1815363.0,89164.0,595380.0,631418.0,259399.0,865328.0,68637.0,116669.0,329533.0
2015,NJ,22925.0,779349.0,993405.0,1795195.0,79336.0,581657.0,596251.0,262775.0,854467.0,57618.0,71974.0,347851.0
